,station,date_only,hour,pollutant,error_type
18136,windsorbridge,2014/08/30,15,CO,negative
18137,windsorbridge,2014/08/30,16,CO,negative
18375,windsorbridge,2014/08/31,11,CO,negative
18376,windsorbridge,2014/08/31,12,CO,negative
18382,windsorbridge,2014/08/31,15,CO,negative
18383,windsorbridge,2014/08/31,16,CO,negative
18384,windsorbridge,2014/08/31,17,CO,negative
18390,windsorbridge,2014/08/31,19,CO,negative
18392,windsorbridge,2014/08/31,21,CO,negative
18393,windsorbridge,2014/08/31,22,CO,negative
18397,windsorbridge,2014/08/31,23,CO,negative
18398,windsorbridge,2014/09/01,00,CO,negative
18399,windsorbridge,2014/09/01,01,CO,negative
18400,windsorbridge,2014/09/01,02,CO,negative
18405,windsorbridge,2014/09/01,03,CO,negative
18406,windsorbridge,2014/09/01,04,CO,negative
18720,windsorbridge,2014/09/01,20,CO,negative
18721,windsorbridge,2014/09/01,21,CO,negative
18722,windsorbridge,2014/09/01,22,CO,negative
18727,windsorbridge,2014/09/01,23,CO,negative
18728,windsorbridge,2014/09/02,00,CO,negative
18729,windsorbridge,2014/09/02,01,CO,negative
18730,windsorbridge,2014/09/02,02,CO,negative
18735,windsorbridge,2014/09/02,03,CO,negative
18736,windsorbridge,2014/09/02,04,CO,negative
18985,windsorbridge,2014/09/02,09,CO,negative
19034,windsorbridge,2014/09/02,10,CO,negative
19039,windsorbridge,2014/09/02,11,CO,negative
19040,windsorbridge,2014/09/02,12,CO,negative
19041,windsorbridge,2014/09/02,13,CO,negative
19042,windsorbridge,2014/09/02,14,CO,negative
19047,windsorbridge,2014/09/02,15,CO,negative
19048,windsorbridge,2014/09/02,16,CO,negative
19049,windsorbridge,2014/09/02,17,CO,negative
19064,windsorbridge,2014/09/03,00,CO,negative
19065,windsorbridge,2014/09/03,01,CO,negative
19066,windsorbridge,2014/09/03,02,CO,negative
19071,windsorbridge,2014/09/03,03,CO,negative
19072,windsorbridge,2014/09/03,04,CO,negative
19073,windsorbridge,2014/09/03,05,CO,negative
19275,windsorbridge,2014/09/03,17,CO,negative
19276,windsorbridge,2014/09/03,18,CO,negative
19277,windsorbridge,2014/09/03,19,CO,negative
19278,windsorbridge,2014/09/03,23,CO,negative
19279,windsorbridge,2014/09/04,00,CO,negative
19280,windsorbridge,2014/09/04,01,CO,negative
19281,windsorbridge,2014/09/04,05,CO,negative
19871,windsorbridge,2014/09/05,16,CO,negative
19872,windsorbridge,2014/09/05,17,CO,negative
20150,windsorbridge,2014/09/07,02,CO,negative
20365,windsorbridge,2014/09/07,03,CO,negative
20369,windsorbridge,2014/09/07,04,CO,negative
20381,windsorbridge,2014/09/07,05,CO,negative
20413,windsorbridge,2014/09/07,06,CO,negative
20505,windsorbridge,2014/09/07,09,CO,negative
20507,windsorbridge,2014/09/07,13,CO,negative
20568,windsorbridge,2014/09/07,10,CO,negative
20569,windsorbridge,2014/09/07,11,CO,negative
20583,windsorbridge,2014/09/07,15,CO,negative
20595,windsorbridge,2014/09/07,14,CO,negative
20596,windsorbridge,2014/09/07,16,CO,negative
20597,windsorbridge,2014/09/07,18,CO,negative
20644,windsorbridge,2014/09/07,12,CO,negative
20668,windsorbridge,2014/09/07,17,CO,negative
20817,windsorbridge,2014/09/08,00,CO,negative
20818,windsorbridge,2014/09/08,01,CO,negative
20824,windsorbridge,2014/09/07,23,CO,negative
20837,windsorbridge,2014/09/08,04,CO,negative
20840,windsorbridge,2014/09/08,02,CO,negative
20851,windsorbridge,2014/09/08,03,CO,negative
20862,windsorbridge,2014/09/08,12,CO,negative
20874,windsorbridge,2014/09/08,11,CO,negative
20932,windsorbridge,2014/09/08,13,CO,negative
20934,windsorbridge,2014/09/08,23,CO,negative
20964,windsorbridge,2014/09/08,17,CO,negative
21057,windsorbridge,2014/09/09,00,CO,negative
21058,windsorbridge,2014/09/09,01,CO,negative
21059,windsorbridge,2014/09/09,02,CO,negative
21060,windsorbridge,2014/09/09,03,CO,negative
21304,windsorbridge,2014/09/10,00,CO,negative
21308,windsorbridge,2014/09/10,02,CO,negative
21311,windsorbridge,2014/09/10,03,CO,negative
21318,windsorbridge,2014/09/10,05,CO,negative
21321,windsorbridge,2014/09/10,01,CO,negative
21322,windsorbridge,2014/09/10,04,CO,negative
21414,windsorbridge,2014/09/10,12,CO,negative
21415,windsorbridge,2014/09/10,13,CO,negative
21418,windsorbridge,2014/09/10,11,CO,negative
21453,windsorbridge,2014/09/10,14,CO,negative
21512,windsorbridge,2014/09/11,11,CO,negative
21513,windsorbridge,2014/09/11,16,CO,negative
21514,windsorbridge,2014/09/11,17,CO,negative
21532,windsorbridge,2014/09/11,05,CO,negative
21534,windsorbridge,2014/09/11,10,CO,negative
21567,windsorbridge,2014/09/11,00,CO,negative
21568,windsorbridge,2014/09/11,01,CO,negative
21569,windsorbridge,2014/09/11,02,CO,negative
21580,windsorbridge,2014/09/11,03,CO,negative
21581,windsorbridge,2014/09/11,04,CO,negative
21616,windsorbridge,2014/09/13,00,CO,negative
21667,windsorbridge,2014/09/11,12,CO,negative
21676,windsorbridge,2014/09/11,13,CO,negative
21677,windsorbridge,2014/09/11,15,CO,negative
21733,windsorbridge,2014/09/12,02,CO,negative
21734,windsorbridge,2014/09/12,03,CO,negative
21738,windsorbridge,2014/09/11,18,CO,negative
21739,windsorbridge,2014/09/11,19,CO,negative
21779,windsorbridge,2014/09/11,20,CO,negative
21781,windsorbridge,2014/09/11,23,CO,negative
21782,windsorbridge,2014/09/12,04,CO,negative
21816,windsorbridge,2014/09/11,21,CO,negative
21826,windsorbridge,2014/09/12,00,CO,negative
21827,windsorbridge,2014/09/12,01,CO,negative
21949,windsorbridge,2014/09/12,17,CO,negative
21965,windsorbridge,2014/09/12,12,CO,negative
21966,windsorbridge,2014/09/12,14,CO,negative
21974,windsorbridge,2014/09/12,13,CO,negative
21997,windsorbridge,2014/09/12,16,CO,negative
22077,windsorbridge,2014/09/13,01,CO,negative
22078,windsorbridge,2014/09/13,02,CO,negative
22085,windsorbridge,2014/09/13,03,CO,negative
22101,windsorbridge,2014/09/14,17,CO,negative
22104,windsorbridge,2014/09/14,20,CO,negative
22133,windsorbridge,2014/09/13,04,CO,negative
22134,windsorbridge,2014/09/13,05,CO,negative
22219,windsorbridge,2014/09/13,11,CO,negative
22220,windsorbridge,2014/09/13,13,CO,negative
22242,windsorbridge,2014/09/13,12,CO,negative
22243,windsorbridge,2014/09/13,14,CO,negative
22244,windsorbridge,2014/09/13,15,CO,negative
22278,windsorbridge,2014/09/13,17,CO,negative
22279,windsorbridge,2014/09/13,18,CO,negative
22300,windsorbridge,2014/09/13,22,CO,negative
22301,windsorbridge,2014/09/14,00,CO,negative
22302,windsorbridge,2014/09/14,01,CO,negative
22306,windsorbridge,2014/09/13,21,CO,negative
22308,windsorbridge,2014/09/13,23,CO,negative
22356,windsorbridge,2014/09/14,03,CO,negative
22368,windsorbridge,2014/09/14,04,CO,negative
22369,windsorbridge,2014/09/14,05,CO,negative
22370,windsorbridge,2014/09/14,07,CO,negative
22378,windsorbridge,2014/09/14,02,CO,negative
22379,windsorbridge,2014/09/14,06,CO,negative
22380,windsorbridge,2014/09/14,08,CO,negative
22466,windsorbridge,2014/09/14,09,CO,negative
22468,windsorbridge,2014/09/14,11,CO,negative
22471,windsorbridge,2014/09/14,13,CO,negative
22473,windsorbridge,2014/09/14,14,CO,negative
22500,windsorbridge,2014/09/14,12,CO,negative
22531,windsorbridge,2014/09/14,15,CO,negative
22533,windsorbridge,2014/09/14,16,CO,negative
22537,windsorbridge,2014/09/14,18,CO,negative
22538,windsorbridge,2014/09/14,19,CO,negative
22562,windsorbridge,2014/09/14,21,CO,negative
22608,windsorbridge,2014/09/14,22,CO,negative
22609,windsorbridge,2014/09/14,23,CO,negative
22610,windsorbridge,2014/09/15,00,CO,negative
22625,windsorbridge,2014/09/15,01,CO,negative
22626,windsorbridge,2014/09/15,03,CO,negative
22627,windsorbridge,2014/09/15,04,CO,negative
22628,windsorbridge,2014/09/15,05,CO,negative
22630,windsorbridge,2014/09/15,12,CO,negative
22671,windsorbridge,2014/09/15,02,CO,negative
22698,windsorbridge,2014/09/15,11,CO,negative
22753,windsorbridge,2014/09/15,13,CO,negative
22754,windsorbridge,2014/09/15,14,CO,negative
22780,windsorbridge,2014/09/15,15,CO,negative
22784,windsorbridge,2014/09/15,16,CO,negative
22873,windsorbridge,2014/09/16,03,CO,negative
22874,windsorbridge,2014/09/16,04,CO,negative
22909,windsorbridge,2014/09/16,00,CO,negative
22910,windsorbridge,2014/09/16,01,CO,negative
22911,windsorbridge,2014/09/16,02,CO,negative
23372,windsorbridge,2014/09/18,02,CO,negative
23432,windsorbridge,2014/09/18,03,CO,negative
23793,windsorbridge,2014/09/18,21,CO,negative
23850,windsorbridge,2014/09/19,01,CO,negative
25097,windsorbridge,2014/09/21,00,CO,negative
25194,windsorbridge,2014/09/21,01,CO,negative
25195,windsorbridge,2014/09/21,02,CO,negative
25203,windsorbridge,2014/09/21,03,CO,negative
25240,windsorbridge,2014/09/21,04,CO,negative
25250,windsorbridge,2014/09/21,05,CO,negative
25317,windsorbridge,2014/09/21,08,CO,negative
25327,windsorbridge,2014/09/21,09,CO,negative
25328,windsorbridge,2014/09/21,10,CO,negative
25349,windsorbridge,2014/09/21,11,CO,negative
25368,windsorbridge,2014/09/21,12,CO,negative
25369,windsorbridge,2014/09/21,13,CO,negative
25370,windsorbridge,2014/09/21,14,CO,negative
25371,windsorbridge,2014/09/21,15,CO,negative
25452,windsorbridge,2014/09/21,18,CO,negative
25454,windsorbridge,2014/09/21,17,CO,negative
25457,windsorbridge,2014/09/21,16,CO,negative
25595,windsorbridge,2014/09/22,00,CO,negative
25596,windsorbridge,2014/09/22,01,CO,negative
25597,windsorbridge,2014/09/22,02,CO,negative
25598,windsorbridge,2014/09/22,03,CO,negative
25599,windsorbridge,2014/09/22,04,CO,negative
25779,windsorbridge,2014/09/22,14,CO,negative
25802,windsorbridge,2014/09/22,13,CO,negative
25966,windsorbridge,2014/09/23,01,CO,negative
26041,windsorbridge,2014/09/23,02,CO,negative
26043,windsorbridge,2014/09/23,03,CO,negative
26338,windsorbridge,2014/09/23,22,CO,negative
26411,windsorbridge,2014/09/24,00,CO,negative
26414,windsorbridge,2014/09/24,01,CO,negative
26415,windsorbridge,2014/09/24,02,CO,negative
26429,windsorbridge,2014/09/23,23,CO,negative
26851,windsorbridge,2014/09/24,15,CO,negative
26856,windsorbridge,2014/09/24,11,CO,negative
26857,windsorbridge,2014/09/24,12,CO,negative
26863,windsorbridge,2014/09/24,13,CO,negative
26925,windsorbridge,2014/09/24,18,CO,negative
26935,windsorbridge,2014/09/24,16,CO,negative
26937,windsorbridge,2014/09/24,17,CO,negative
26940,windsorbridge,2014/09/24,14,CO,negative
26971,windsorbridge,2014/09/24,19,CO,negative
26996,windsorbridge,2014/09/25,00,CO,negative
26997,windsorbridge,2014/09/25,01,CO,negative
27016,windsorbridge,2014/09/25,02,CO,negative
27031,windsorbridge,2014/09/25,11,CO,negative
27048,windsorbridge,2014/09/25,03,CO,negative
27058,windsorbridge,2014/09/25,04,CO,negative
27139,windsorbridge,2014/09/25,13,CO,negative
27144,windsorbridge,2014/09/25,12,CO,negative
27226,windsorbridge,2014/09/25,22,CO,negative
27258,windsorbridge,2014/09/25,23,CO,negative
27296,windsorbridge,2014/09/26,04,CO,negative
27297,windsorbridge,2014/09/26,00,CO,negative
27299,windsorbridge,2014/09/26,01,CO,negative
27301,windsorbridge,2014/09/26,02,CO,negative
27304,windsorbridge,2014/09/26,03,CO,negative
27343,windsorbridge,2014/09/26,11,CO,negative
27485,windsorbridge,2014/09/26,23,CO,negative
27486,windsorbridge,2014/09/27,00,CO,negative
27487,windsorbridge,2014/09/27,01,CO,negative
27493,windsorbridge,2014/09/27,15,CO,negative
27511,windsorbridge,2014/09/29,01,CO,negative
27513,windsorbridge,2014/09/27,12,CO,negative
27514,windsorbridge,2014/09/27,13,CO,negative
27515,windsorbridge,2014/09/27,14,CO,negative
27622,windsorbridge,2014/09/27,19,CO,negative
27624,windsorbridge,2014/09/27,20,CO,negative
27645,windsorbridge,2014/09/28,00,CO,negative
27653,windsorbridge,2014/09/28,01,CO,negative
27704,windsorbridge,2014/09/28,02,CO,negative
27705,windsorbridge,2014/09/28,03,CO,negative
27708,windsorbridge,2014/09/28,04,CO,negative
27709,windsorbridge,2014/09/28,05,CO,negative
27710,windsorbridge,2014/09/28,06,CO,negative
27780,windsorbridge,2014/09/28,10,CO,negative
27781,windsorbridge,2014/09/28,12,CO,negative
27791,windsorbridge,2014/09/28,11,CO,negative
27849,windsorbridge,2014/09/28,16,CO,negative
27861,windsorbridge,2014/09/28,17,CO,negative
27949,windsorbridge,2014/09/29,03,CO,negative
27966,windsorbridge,2014/09/29,04,CO,negative
27967,windsorbridge,2014/09/29,02,CO,negative
28158,windsorbridge,2014/09/29,21,CO,negative
28161,windsorbridge,2014/09/29,23,CO,negative
28163,windsorbridge,2014/09/29,22,CO,negative
28216,windsorbridge,2014/09/30,01,CO,negative
28217,windsorbridge,2014/09/30,02,CO,negative
28248,windsorbridge,2014/09/30,03,CO,negative
28251,windsorbridge,2014/09/30,04,CO,negative
28260,windsorbridge,2014/10/01,04,CO,negative
28261,windsorbridge,2014/10/01,06,CO,negative
28355,windsorbridge,2014/09/30,11,CO,negative
28356,windsorbridge,2014/09/30,12,CO,negative
28358,windsorbridge,2014/09/30,14,CO,negative
28360,windsorbridge,2014/09/30,15,CO,negative
28363,windsorbridge,2014/09/30,21,CO,negative
28458,windsorbridge,2014/10/01,01,CO,negative
28462,windsorbridge,2014/09/30,22,CO,negative
28467,windsorbridge,2014/10/01,03,CO,negative
28477,windsorbridge,2014/10/01,00,CO,negative
28478,windsorbridge,2014/10/02,03,CO,negative
28479,windsorbridge,2014/10/02,04,CO,negative
28484,windsorbridge,2014/09/30,20,CO,negative
28485,windsorbridge,2014/09/30,23,CO,negative
28518,windsorbridge,2014/10/01,02,CO,negative
28522,windsorbridge,2014/10/01,05,CO,negative
28560,windsorbridge,2014/10/01,11,CO,negative
28652,windsorbridge,2014/10/03,05,CO,negative
28783,windsorbridge,2014/10/01,23,CO,negative
28784,windsorbridge,2014/10/02,00,CO,negative
28791,windsorbridge,2014/10/03,18,CO,negative
28801,windsorbridge,2014/10/02,01,CO,negative
28874,windsorbridge,2014/10/02,02,CO,negative
28947,windsorbridge,2014/10/04,03,CO,negative
28948,windsorbridge,2014/10/04,04,CO,negative
28949,windsorbridge,2014/10/02,09,CO,negative
28950,windsorbridge,2014/10/02,12,CO,negative
28968,windsorbridge,2014/10/02,22,CO,negative
28969,windsorbridge,2014/10/03,00,CO,negative
28995,windsorbridge,2014/10/02,14,CO,negative
28999,windsorbridge,2014/10/03,01,CO,negative
29000,windsorbridge,2014/10/03,02,CO,negative
29062,windsorbridge,2014/10/03,03,CO,negative
29063,windsorbridge,2014/10/03,04,CO,negative
29080,windsorbridge,2014/10/02,21,CO,negative
29276,windsorbridge,2014/10/03,13,CO,negative
29277,windsorbridge,2014/10/03,15,CO,negative
29278,windsorbridge,2014/10/03,16,CO,negative
29289,windsorbridge,2014/10/03,22,CO,negative
29311,windsorbridge,2014/10/05,06,CO,negative
29326,windsorbridge,2014/10/03,19,CO,negative
29327,windsorbridge,2014/10/03,23,CO,negative
29330,windsorbridge,2014/10/04,01,CO,negative
29333,windsorbridge,2014/10/04,13,CO,negative
29371,windsorbridge,2014/10/04,12,CO,negative
29372,windsorbridge,2014/10/03,12,CO,negative
29373,windsorbridge,2014/10/03,14,CO,negative
29374,windsorbridge,2014/10/03,20,CO,negative
29375,windsorbridge,2014/10/03,21,CO,negative
29397,windsorbridge,2014/10/03,09,CO,negative
29398,windsorbridge,2014/10/03,10,CO,negative
29409,windsorbridge,2014/10/05,03,CO,negative
29473,windsorbridge,2014/10/05,04,CO,negative
29474,windsorbridge,2014/10/05,05,CO,negative
29475,windsorbridge,2014/10/03,11,CO,negative
29477,windsorbridge,2014/10/04,02,CO,negative
29478,windsorbridge,2014/10/04,05,CO,negative
29480,windsorbridge,2014/10/04,15,CO,negative
29481,windsorbridge,2014/10/04,16,CO,negative
29482,windsorbridge,2014/10/04,18,CO,negative
29542,windsorbridge,2014/10/05,20,CO,negative
29558,windsorbridge,2014/10/05,02,CO,negative
29559,windsorbridge,2014/10/05,10,CO,negative
29560,windsorbridge,2014/10/05,11,CO,negative
29561,windsorbridge,2014/10/05,12,CO,negative
29562,windsorbridge,2014/10/05,13,CO,negative
29563,windsorbridge,2014/10/05,14,CO,negative
29564,windsorbridge,2014/10/05,15,CO,negative
29565,windsorbridge,2014/10/05,16,CO,negative
29566,windsorbridge,2014/10/05,17,CO,negative
29567,windsorbridge,2014/10/05,18,CO,negative
29585,windsorbridge,2014/10/04,00,CO,negative
29586,windsorbridge,2014/10/04,06,CO,negative
29587,windsorbridge,2014/10/04,17,CO,negative
29631,windsorbridge,2014/10/05,19,CO,negative
29717,windsorbridge,2014/10/05,21,CO,negative
29718,windsorbridge,2014/10/05,22,CO,negative
29719,windsorbridge,2014/10/05,23,CO,negative
29720,windsorbridge,2014/10/06,00,CO,negative
29801,windsorbridge,2014/10/06,02,CO,negative
29804,windsorbridge,2014/10/06,01,CO,negative
29821,windsorbridge,2014/10/06,05,CO,negative
29822,windsorbridge,2014/10/06,03,CO,negative
29823,windsorbridge,2014/10/06,08,CO,negative
29838,windsorbridge,2014/10/06,04,CO,negative
29839,windsorbridge,2014/10/06,06,CO,negative
29840,windsorbridge,2014/10/06,07,CO,negative
29888,windsorbridge,2014/10/07,14,CO,negative
29903,windsorbridge,2014/10/07,02,CO,negative
29916,windsorbridge,2014/10/06,10,CO,negative
29936,windsorbridge,2014/10/06,14,CO,negative
29948,windsorbridge,2014/10/07,01,CO,negative
30037,windsorbridge,2014/10/06,23,CO,negative
30042,windsorbridge,2014/10/07,04,CO,negative
30043,windsorbridge,2014/10/07,05,CO,negative
30046,windsorbridge,2014/10/07,03,CO,negative
30140,windsorbridge,2014/10/07,10,CO,negative
30155,windsorbridge,2014/10/07,11,CO,negative
30190,windsorbridge,2014/10/07,13,CO,negative
30199,windsorbridge,2014/10/07,15,CO,negative
30300,windsorbridge,2014/10/07,23,CO,negative
30303,windsorbridge,2014/10/08,01,CO,negative
30322,windsorbridge,2014/10/08,00,CO,negative
30342,windsorbridge,2014/10/08,02,CO,negative
30343,windsorbridge,2014/10/08,03,CO,negative
30344,windsorbridge,2014/10/08,04,CO,negative
30346,windsorbridge,2014/10/08,05,CO,negative
30422,windsorbridge,2014/10/08,20,CO,negative
30424,windsorbridge,2014/10/10,04,CO,negative
30444,windsorbridge,2014/10/08,09,CO,negative
30445,windsorbridge,2014/10/08,12,CO,negative
30446,windsorbridge,2014/10/08,11,CO,negative
30506,windsorbridge,2014/10/08,15,CO,negative
30558,windsorbridge,2014/10/09,01,CO,negative
30575,windsorbridge,2014/10/08,22,CO,negative
30576,windsorbridge,2014/10/08,23,CO,negative
30582,windsorbridge,2014/10/09,02,CO,negative
30583,windsorbridge,2014/10/09,03,CO,negative
30589,windsorbridge,2014/10/09,00,CO,negative
30600,windsorbridge,2014/10/09,05,CO,negative
30613,windsorbridge,2014/10/09,04,CO,negative
30686,windsorbridge,2014/10/09,09,CO,negative
30687,windsorbridge,2014/10/09,10,CO,negative
30688,windsorbridge,2014/10/09,11,CO,negative
30690,windsorbridge,2014/10/09,08,CO,negative
30703,windsorbridge,2014/10/09,13,CO,negative
30707,windsorbridge,2014/10/09,12,CO,negative
30708,windsorbridge,2014/10/09,14,CO,negative
30736,windsorbridge,2014/10/09,15,CO,negative
30780,windsorbridge,2014/10/09,21,CO,negative
30808,windsorbridge,2014/10/10,03,CO,negative
30810,windsorbridge,2014/10/09,22,CO,negative
30835,windsorbridge,2014/10/09,23,CO,negative
30836,windsorbridge,2014/10/10,00,CO,negative
30843,windsorbridge,2014/10/10,02,CO,negative
30850,windsorbridge,2014/10/10,01,CO,negative
30972,windsorbridge,2014/10/12,04,CO,negative
30974,windsorbridge,2014/10/10,12,CO,negative
30975,windsorbridge,2014/10/10,13,CO,negative
31064,windsorbridge,2014/10/11,01,CO,negative
31065,windsorbridge,2014/10/11,02,CO,negative
31066,windsorbridge,2014/10/11,03,CO,negative
31164,windsorbridge,2014/10/11,04,CO,negative
31165,windsorbridge,2014/10/11,05,CO,negative
31169,windsorbridge,2014/10/11,11,CO,negative
31170,windsorbridge,2014/10/11,14,CO,negative
31200,windsorbridge,2014/10/12,22,CO,negative
31207,windsorbridge,2014/10/11,13,CO,negative
31362,windsorbridge,2014/10/12,02,CO,negative
31402,windsorbridge,2014/10/12,03,CO,negative
31403,windsorbridge,2014/10/12,05,CO,negative
31427,windsorbridge,2014/10/12,06,CO,negative
31428,windsorbridge,2014/10/12,07,CO,negative
31463,windsorbridge,2014/10/12,08,CO,negative
31512,windsorbridge,2014/10/12,12,CO,negative
31515,windsorbridge,2014/10/12,13,CO,negative
31516,windsorbridge,2014/10/12,14,CO,negative
31517,windsorbridge,2014/10/12,15,CO,negative
31518,windsorbridge,2014/10/12,16,CO,negative
31519,windsorbridge,2014/10/12,17,CO,negative
31570,windsorbridge,2014/10/12,18,CO,negative
31571,windsorbridge,2014/10/12,19,CO,negative
31572,windsorbridge,2014/10/12,20,CO,negative
31614,windsorbridge,2014/10/13,03,CO,negative
31615,windsorbridge,2014/10/13,10,CO,negative
31623,windsorbridge,2014/10/12,23,CO,negative
31624,windsorbridge,2014/10/13,00,CO,negative
31626,windsorbridge,2014/10/13,01,CO,negative
31627,windsorbridge,2014/10/13,02,CO,negative
31662,windsorbridge,2014/10/13,04,CO,negative
31701,windsorbridge,2014/10/13,05,CO,negative
31702,windsorbridge,2014/10/13,06,CO,negative
31703,windsorbridge,2014/10/13,07,CO,negative
31704,windsorbridge,2014/10/13,09,CO,negative
31732,windsorbridge,2014/10/13,08,CO,negative
31737,windsorbridge,2014/10/13,12,CO,negative
31788,windsorbridge,2014/10/13,14,CO,negative
31803,windsorbridge,2014/10/13,15,CO,negative
31825,windsorbridge,2014/10/13,18,CO,negative
31831,windsorbridge,2014/10/13,20,CO,negative
31832,windsorbridge,2014/10/13,21,CO,negative
31865,windsorbridge,2014/10/13,23,CO,negative
31888,windsorbridge,2014/10/13,22,CO,negative
31909,windsorbridge,2014/10/14,00,CO,negative
31910,windsorbridge,2014/10/14,01,CO,negative
31911,windsorbridge,2014/10/14,02,CO,negative
31913,windsorbridge,2014/10/14,03,CO,negative
31915,windsorbridge,2014/10/14,04,CO,negative
31978,windsorbridge,2014/10/14,05,CO,negative
32197,windsorbridge,2014/10/15,02,CO,negative
32198,windsorbridge,2014/10/15,04,CO,negative
32208,windsorbridge,2014/10/15,03,CO,negative
32607,windsorbridge,2014/10/16,19,CO,negative
32632,windsorbridge,2014/10/16,20,CO,negative
32636,windsorbridge,2014/10/16,21,CO,negative
32637,windsorbridge,2014/10/16,22,CO,negative
32668,windsorbridge,2014/10/16,23,CO,negative
32681,windsorbridge,2014/10/18,14,CO,negative
32682,windsorbridge,2014/10/17,00,CO,negative
32683,windsorbridge,2014/10/17,01,CO,negative
32718,windsorbridge,2014/10/17,02,CO,negative
32728,windsorbridge,2014/10/17,03,CO,negative
32729,windsorbridge,2014/10/17,04,CO,negative
32791,windsorbridge,2014/10/17,11,CO,negative
32792,windsorbridge,2014/10/17,12,CO,negative
32868,windsorbridge,2014/10/17,18,CO,negative
32880,windsorbridge,2014/10/17,19,CO,negative
32881,windsorbridge,2014/10/17,20,CO,negative
32919,windsorbridge,2014/10/17,23,CO,negative
32923,windsorbridge,2014/10/17,21,CO,negative
32925,windsorbridge,2014/10/17,22,CO,negative
32930,windsorbridge,2014/10/18,03,CO,negative
32947,windsorbridge,2014/10/18,00,CO,negative
32961,windsorbridge,2014/10/18,01,CO,negative
32979,windsorbridge,2014/10/18,02,CO,negative
33002,windsorbridge,2014/10/18,04,CO,negative
33007,windsorbridge,2014/10/18,05,CO,negative
33009,windsorbridge,2014/10/18,06,CO,negative
33043,windsorbridge,2014/10/18,07,CO,negative
33096,windsorbridge,2014/10/18,13,CO,negative
33131,windsorbridge,2014/10/18,16,CO,negative
33135,windsorbridge,2014/10/18,17,CO,negative
33136,windsorbridge,2014/10/18,18,CO,negative
33137,windsorbridge,2014/10/18,19,CO,negative
33138,windsorbridge,2014/10/18,20,CO,negative
33158,windsorbridge,2014/10/18,22,CO,negative
33192,windsorbridge,2014/10/18,21,CO,negative
33219,windsorbridge,2014/10/18,23,CO,negative
33220,windsorbridge,2014/10/19,00,CO,negative
33221,windsorbridge,2014/10/19,01,CO,negative
33228,windsorbridge,2014/10/19,02,CO,negative
33267,windsorbridge,2014/10/19,03,CO,negative
33268,windsorbridge,2014/10/19,04,CO,negative
33300,windsorbridge,2014/10/19,07,CO,negative
33301,windsorbridge,2014/10/19,05,CO,negative
33302,windsorbridge,2014/10/19,06,CO,negative
33322,windsorbridge,2014/10/19,10,CO,negative
33323,windsorbridge,2014/10/19,11,CO,negative
33334,windsorbridge,2014/10/19,14,CO,negative
33379,windsorbridge,2014/10/19,15,CO,negative
33414,windsorbridge,2014/10/19,23,CO,negative
33426,windsorbridge,2014/10/19,22,CO,negative
33434,windsorbridge,2014/10/19,19,CO,negative
33435,windsorbridge,2014/10/19,20,CO,negative
33465,windsorbridge,2014/10/19,21,CO,negative
33467,windsorbridge,2014/10/20,00,CO,negative
33468,windsorbridge,2014/10/20,01,CO,negative
33500,windsorbridge,2014/10/20,02,CO,negative
33513,windsorbridge,2014/10/20,03,CO,negative
33515,windsorbridge,2014/10/20,04,CO,negative
33611,windsorbridge,2014/10/20,12,CO,negative
33746,windsorbridge,2014/10/20,20,CO,negative
33747,windsorbridge,2014/10/20,21,CO,negative
33748,windsorbridge,2014/10/21,02,CO,negative
33795,windsorbridge,2014/10/20,19,CO,negative
33796,windsorbridge,2014/10/20,22,CO,negative
33802,windsorbridge,2014/10/21,00,CO,negative
33815,windsorbridge,2014/10/20,23,CO,negative
33834,windsorbridge,2014/10/21,01,CO,negative
33870,windsorbridge,2014/10/21,03,CO,negative
33871,windsorbridge,2014/10/21,04,CO,negative
33873,windsorbridge,2014/10/21,05,CO,negative
33906,windsorbridge,2014/10/21,11,CO,negative
33913,windsorbridge,2014/10/21,07,CO,negative
33914,windsorbridge,2014/10/21,08,CO,negative
33937,windsorbridge,2014/10/21,09,CO,negative
33959,windsorbridge,2014/10/21,12,CO,negative
34000,windsorbridge,2014/10/21,23,CO,negative
34015,windsorbridge,2014/10/22,02,CO,negative
34027,windsorbridge,2014/10/22,01,CO,negative
34028,windsorbridge,2014/10/22,03,CO,negative
34039,windsorbridge,2014/10/22,00,CO,negative
34061,windsorbridge,2014/10/22,04,CO,negative
34235,windsorbridge,2014/10/22,22,CO,negative
34236,windsorbridge,2014/10/22,21,CO,negative
34272,windsorbridge,2014/10/22,23,CO,negative
34289,windsorbridge,2014/10/23,00,CO,negative
34290,windsorbridge,2014/10/23,01,CO,negative
34291,windsorbridge,2014/10/23,02,CO,negative
34307,windsorbridge,2014/10/23,04,CO,negative
34324,windsorbridge,2014/10/23,03,CO,negative
34490,windsorbridge,2014/10/23,22,CO,negative
34491,windsorbridge,2014/10/23,23,CO,negative
34520,windsorbridge,2014/10/24,00,CO,negative
34521,windsorbridge,2014/10/24,01,CO,negative
34583,windsorbridge,2014/10/24,02,CO,negative
34584,windsorbridge,2014/10/24,03,CO,negative
34585,windsorbridge,2014/10/24,04,CO,negative
34765,windsorbridge,2014/10/25,04,CO,negative
34784,windsorbridge,2014/10/25,00,CO,negative
34785,windsorbridge,2014/10/25,01,CO,negative
34836,windsorbridge,2014/10/25,02,CO,negative
