,station,date_only,hour,pollutant,error_type
618,windsorbridge,2014/07/14,14,CO,negative
628,windsorbridge,2014/07/14,15,CO,negative
642,windsorbridge,2014/07/23,12,CO,negative
689,windsorbridge,2014/07/08,13,CO,negative
702,windsorbridge,2014/07/08,14,CO,negative
714,windsorbridge,2014/07/08,15,CO,negative
729,windsorbridge,2014/07/08,16,CO,negative
745,windsorbridge,2014/07/08,17,CO,negative
757,windsorbridge,2014/07/08,18,CO,negative
771,windsorbridge,2014/07/08,19,CO,negative
786,windsorbridge,2014/07/08,20,CO,negative
798,windsorbridge,2014/07/08,21,CO,negative
813,windsorbridge,2014/07/08,22,CO,negative
826,windsorbridge,2014/07/08,23,CO,negative
842,windsorbridge,2014/07/09,00,CO,negative
853,windsorbridge,2014/07/09,01,CO,negative
869,windsorbridge,2014/07/09,02,CO,negative
881,windsorbridge,2014/07/09,03,CO,negative
899,windsorbridge,2014/07/09,04,CO,negative
909,windsorbridge,2014/07/09,05,CO,negative
923,windsorbridge,2014/07/09,06,CO,negative
941,windsorbridge,2014/07/09,07,CO,negative
952,windsorbridge,2014/07/09,08,CO,negative
969,windsorbridge,2014/07/09,09,CO,negative
979,windsorbridge,2014/07/09,10,CO,negative
995,windsorbridge,2014/07/09,11,CO,negative
1007,windsorbridge,2014/07/09,12,CO,negative
1024,windsorbridge,2014/07/09,13,CO,negative
1037,windsorbridge,2014/07/09,14,CO,negative
1051,windsorbridge,2014/07/09,15,CO,negative
1063,windsorbridge,2014/07/09,16,CO,negative
1077,windsorbridge,2014/07/09,17,CO,negative
1091,windsorbridge,2014/07/09,18,CO,negative
1108,windsorbridge,2014/07/09,19,CO,negative
1119,windsorbridge,2014/07/09,20,CO,negative
1134,windsorbridge,2014/07/09,21,CO,negative
1147,windsorbridge,2014/07/09,22,CO,negative
1162,windsorbridge,2014/07/09,23,CO,negative
1175,windsorbridge,2014/07/10,00,CO,negative
1190,windsorbridge,2014/07/10,01,CO,negative
1204,windsorbridge,2014/07/10,02,CO,negative
1221,windsorbridge,2014/07/10,03,CO,negative
1234,windsorbridge,2014/07/10,04,CO,negative
1245,windsorbridge,2014/07/10,05,CO,negative
1261,windsorbridge,2014/07/10,06,CO,negative
1273,windsorbridge,2014/07/10,07,CO,negative
1290,windsorbridge,2014/07/10,08,CO,negative
1301,windsorbridge,2014/07/10,09,CO,negative
1315,windsorbridge,2014/07/10,10,CO,negative
1333,windsorbridge,2014/07/10,11,CO,negative
1346,windsorbridge,2014/07/10,12,CO,negative
1357,windsorbridge,2014/07/10,13,CO,negative
1372,windsorbridge,2014/07/10,14,CO,negative
1386,windsorbridge,2014/07/10,15,CO,negative
1402,windsorbridge,2014/07/10,16,CO,negative
1416,windsorbridge,2014/07/10,17,CO,negative
1431,windsorbridge,2014/07/10,18,CO,negative
1444,windsorbridge,2014/07/10,19,CO,negative
1458,windsorbridge,2014/07/10,20,CO,negative
1469,windsorbridge,2014/07/10,21,CO,negative
1484,windsorbridge,2014/07/10,22,CO,negative
1501,windsorbridge,2014/07/10,23,CO,negative
1513,windsorbridge,2014/07/11,00,CO,negative
1527,windsorbridge,2014/07/11,01,CO,negative
1542,windsorbridge,2014/07/11,02,CO,negative
1556,windsorbridge,2014/07/11,03,CO,negative
1567,windsorbridge,2014/07/11,04,CO,negative
1582,windsorbridge,2014/07/11,05,CO,negative
1595,windsorbridge,2014/07/11,06,CO,negative
1610,windsorbridge,2014/07/11,07,CO,negative
1624,windsorbridge,2014/07/11,08,CO,negative
1638,windsorbridge,2014/07/11,09,CO,negative
1653,windsorbridge,2014/07/11,10,CO,negative
1668,windsorbridge,2014/07/11,11,CO,negative
1681,windsorbridge,2014/07/11,12,CO,negative
1719,windsorbridge,2014/07/11,15,CO,negative
1732,windsorbridge,2014/07/11,16,CO,negative
1745,windsorbridge,2014/07/11,17,CO,negative
1761,windsorbridge,2014/07/11,18,CO,negative
1774,windsorbridge,2014/07/11,19,CO,negative
1788,windsorbridge,2014/07/11,20,CO,negative
1805,windsorbridge,2014/07/11,21,CO,negative
1818,windsorbridge,2014/07/11,22,CO,negative
1829,windsorbridge,2014/07/11,23,CO,negative
1843,windsorbridge,2014/07/12,00,CO,negative
1860,windsorbridge,2014/07/12,01,CO,negative
1872,windsorbridge,2014/07/12,02,CO,negative
1885,windsorbridge,2014/07/12,03,CO,negative
1899,windsorbridge,2014/07/12,04,CO,negative
1916,windsorbridge,2014/07/12,05,CO,negative
1930,windsorbridge,2014/07/12,06,CO,negative
1941,windsorbridge,2014/07/12,07,CO,negative
1956,windsorbridge,2014/07/12,08,CO,negative
1970,windsorbridge,2014/07/12,09,CO,negative
1983,windsorbridge,2014/07/12,10,CO,negative
1999,windsorbridge,2014/07/12,11,CO,negative
2015,windsorbridge,2014/07/12,12,CO,negative
2028,windsorbridge,2014/07/12,13,CO,negative
2043,windsorbridge,2014/07/12,14,CO,negative
2055,windsorbridge,2014/07/12,15,CO,negative
2070,windsorbridge,2014/07/12,16,CO,negative
2081,windsorbridge,2014/07/12,17,CO,negative
2095,windsorbridge,2014/07/12,18,CO,negative
2109,windsorbridge,2014/07/12,19,CO,negative
2124,windsorbridge,2014/07/12,20,CO,negative
2137,windsorbridge,2014/07/12,21,CO,negative
2151,windsorbridge,2014/07/12,22,CO,negative
2168,windsorbridge,2014/07/12,23,CO,negative
2181,windsorbridge,2014/07/13,00,CO,negative
2194,windsorbridge,2014/07/13,01,CO,negative
2210,windsorbridge,2014/07/13,02,CO,negative
2224,windsorbridge,2014/07/13,03,CO,negative
2239,windsorbridge,2014/07/13,04,CO,negative
2252,windsorbridge,2014/07/13,05,CO,negative
2267,windsorbridge,2014/07/13,06,CO,negative
2277,windsorbridge,2014/07/13,07,CO,negative
2291,windsorbridge,2014/07/13,08,CO,negative
2309,windsorbridge,2014/07/13,09,CO,negative
2319,windsorbridge,2014/07/13,10,CO,negative
2334,windsorbridge,2014/07/13,11,CO,negative
2351,windsorbridge,2014/07/13,12,CO,negative
2365,windsorbridge,2014/07/13,13,CO,negative
2376,windsorbridge,2014/07/13,14,CO,negative
2390,windsorbridge,2014/07/13,15,CO,negative
2403,windsorbridge,2014/07/13,16,CO,negative
2421,windsorbridge,2014/07/13,17,CO,negative
2432,windsorbridge,2014/07/13,18,CO,negative
2447,windsorbridge,2014/07/13,19,CO,negative
2459,windsorbridge,2014/07/13,20,CO,negative
2476,windsorbridge,2014/07/13,21,CO,negative
2490,windsorbridge,2014/07/13,22,CO,negative
2504,windsorbridge,2014/07/13,23,CO,negative
2517,windsorbridge,2014/07/14,00,CO,negative
2531,windsorbridge,2014/07/14,01,CO,negative
2544,windsorbridge,2014/07/14,02,CO,negative
2559,windsorbridge,2014/07/14,03,CO,negative
2573,windsorbridge,2014/07/14,04,CO,negative
2589,windsorbridge,2014/07/14,05,CO,negative
2613,windsorbridge,2014/07/14,07,CO,negative
2630,windsorbridge,2014/07/14,08,CO,negative
2645,windsorbridge,2014/07/14,09,CO,negative
2659,windsorbridge,2014/07/14,10,CO,negative
2673,windsorbridge,2014/07/14,11,CO,negative
2685,windsorbridge,2014/07/17,12,CO,negative
2710,windsorbridge,2014/07/14,16,CO,negative
2726,windsorbridge,2014/07/14,17,CO,negative
2737,windsorbridge,2014/07/14,18,CO,negative
2751,windsorbridge,2014/07/14,19,CO,negative
2768,windsorbridge,2014/07/14,20,CO,negative
2778,windsorbridge,2014/07/14,21,CO,negative
2795,windsorbridge,2014/07/14,22,CO,negative
2807,windsorbridge,2014/07/14,23,CO,negative
2820,windsorbridge,2014/07/15,00,CO,negative
2838,windsorbridge,2014/07/15,01,CO,negative
2850,windsorbridge,2014/07/15,02,CO,negative
2866,windsorbridge,2014/07/15,03,CO,negative
2878,windsorbridge,2014/07/15,04,CO,negative
2890,windsorbridge,2014/07/15,05,CO,negative
2904,windsorbridge,2014/07/15,06,CO,negative
2922,windsorbridge,2014/07/15,07,CO,negative
2935,windsorbridge,2014/07/15,08,CO,negative
2950,windsorbridge,2014/07/15,09,CO,negative
2963,windsorbridge,2014/07/15,10,CO,negative
2978,windsorbridge,2014/07/15,11,CO,negative
2989,windsorbridge,2014/07/15,12,CO,negative
2999,windsorbridge,2014/07/15,13,CO,negative
3012,windsorbridge,2014/07/15,14,CO,negative
3027,windsorbridge,2014/07/15,15,CO,negative
3042,windsorbridge,2014/07/15,16,CO,negative
3055,windsorbridge,2014/07/15,17,CO,negative
3069,windsorbridge,2014/07/15,18,CO,negative
3084,windsorbridge,2014/07/15,19,CO,negative
3097,windsorbridge,2014/07/15,20,CO,negative
3109,windsorbridge,2014/07/15,21,CO,negative
3127,windsorbridge,2014/07/15,22,CO,negative
3139,windsorbridge,2014/07/15,23,CO,negative
3153,windsorbridge,2014/07/16,00,CO,negative
3165,windsorbridge,2014/07/16,01,CO,negative
3183,windsorbridge,2014/07/16,02,CO,negative
3197,windsorbridge,2014/07/16,03,CO,negative
3208,windsorbridge,2014/07/16,04,CO,negative
3223,windsorbridge,2014/07/16,05,CO,negative
3239,windsorbridge,2014/07/16,06,CO,negative
3250,windsorbridge,2014/07/16,07,CO,negative
3264,windsorbridge,2014/07/16,08,CO,negative
3277,windsorbridge,2014/07/16,09,CO,negative
3293,windsorbridge,2014/07/16,10,CO,negative
3306,windsorbridge,2014/07/16,11,CO,negative
3320,windsorbridge,2014/07/16,12,CO,negative
3335,windsorbridge,2014/07/16,13,CO,negative
3348,windsorbridge,2014/07/16,14,CO,negative
3364,windsorbridge,2014/07/16,15,CO,negative
3376,windsorbridge,2014/07/16,16,CO,negative
3393,windsorbridge,2014/07/16,17,CO,negative
3406,windsorbridge,2014/07/16,18,CO,negative
3421,windsorbridge,2014/07/16,19,CO,negative
3433,windsorbridge,2014/07/16,20,CO,negative
3449,windsorbridge,2014/07/16,21,CO,negative
3463,windsorbridge,2014/07/16,22,CO,negative
3476,windsorbridge,2014/07/16,23,CO,negative
3491,windsorbridge,2014/07/17,00,CO,negative
3504,windsorbridge,2014/07/17,01,CO,negative
3515,windsorbridge,2014/07/17,02,CO,negative
3530,windsorbridge,2014/07/17,03,CO,negative
3545,windsorbridge,2014/07/17,04,CO,negative
3561,windsorbridge,2014/07/17,05,CO,negative
3573,windsorbridge,2014/07/17,06,CO,negative
3587,windsorbridge,2014/07/17,07,CO,negative
3599,windsorbridge,2014/07/17,08,CO,negative
3616,windsorbridge,2014/07/17,09,CO,negative
3630,windsorbridge,2014/07/17,10,CO,negative
3642,windsorbridge,2014/07/17,11,CO,negative
3659,windsorbridge,2014/07/17,13,CO,negative
3671,windsorbridge,2014/07/17,14,CO,negative
3686,windsorbridge,2014/07/17,15,CO,negative
3697,windsorbridge,2014/07/17,16,CO,negative
3713,windsorbridge,2014/07/17,17,CO,negative
3725,windsorbridge,2014/07/17,18,CO,negative
3743,windsorbridge,2014/07/17,19,CO,negative
3756,windsorbridge,2014/07/17,20,CO,negative
3768,windsorbridge,2014/07/17,21,CO,negative
3784,windsorbridge,2014/07/17,22,CO,negative
3799,windsorbridge,2014/07/17,23,CO,negative
3809,windsorbridge,2014/07/18,00,CO,negative
3827,windsorbridge,2014/07/18,01,CO,negative
3840,windsorbridge,2014/07/18,02,CO,negative
3851,windsorbridge,2014/07/18,03,CO,negative
3869,windsorbridge,2014/07/18,04,CO,negative
3883,windsorbridge,2014/07/18,05,CO,negative
3897,windsorbridge,2014/07/18,06,CO,negative
3908,windsorbridge,2014/07/18,07,CO,negative
3921,windsorbridge,2014/07/18,08,CO,negative
3938,windsorbridge,2014/07/18,09,CO,negative
3951,windsorbridge,2014/07/18,10,CO,negative
3966,windsorbridge,2014/07/18,11,CO,negative
3979,windsorbridge,2014/07/18,12,CO,negative
3995,windsorbridge,2014/07/18,13,CO,negative
4006,windsorbridge,2014/07/18,14,CO,negative
4022,windsorbridge,2014/07/18,15,CO,negative
4035,windsorbridge,2014/07/18,16,CO,negative
4050,windsorbridge,2014/07/18,17,CO,negative
4062,windsorbridge,2014/07/18,18,CO,negative
4077,windsorbridge,2014/07/18,19,CO,negative
4091,windsorbridge,2014/07/18,20,CO,negative
4103,windsorbridge,2014/07/18,21,CO,negative
4117,windsorbridge,2014/07/18,22,CO,negative
4135,windsorbridge,2014/07/18,23,CO,negative
4149,windsorbridge,2014/07/19,00,CO,negative
4161,windsorbridge,2014/07/19,01,CO,negative
4173,windsorbridge,2014/07/19,02,CO,negative
4188,windsorbridge,2014/07/19,03,CO,negative
4204,windsorbridge,2014/07/19,04,CO,negative
4218,windsorbridge,2014/07/19,05,CO,negative
4232,windsorbridge,2014/07/19,06,CO,negative
4245,windsorbridge,2014/07/19,07,CO,negative
4261,windsorbridge,2014/07/19,08,CO,negative
4328,windsorbridge,2014/07/19,13,CO,negative
4342,windsorbridge,2014/07/19,14,CO,negative
4359,windsorbridge,2014/07/19,15,CO,negative
4372,windsorbridge,2014/07/19,16,CO,negative
4385,windsorbridge,2014/07/19,17,CO,negative
4401,windsorbridge,2014/07/19,18,CO,negative
4428,windsorbridge,2014/07/19,20,CO,negative
4443,windsorbridge,2014/07/19,21,CO,negative
4455,windsorbridge,2014/07/19,22,CO,negative
4467,windsorbridge,2014/07/19,23,CO,negative
4483,windsorbridge,2014/07/20,00,CO,negative
4497,windsorbridge,2014/07/20,01,CO,negative
4512,windsorbridge,2014/07/20,02,CO,negative
4523,windsorbridge,2014/07/20,03,CO,negative
4537,windsorbridge,2014/07/20,04,CO,negative
4553,windsorbridge,2014/07/20,05,CO,negative
4565,windsorbridge,2014/07/20,06,CO,negative
4580,windsorbridge,2014/07/20,07,CO,negative
4597,windsorbridge,2014/07/20,08,CO,negative
4610,windsorbridge,2014/07/20,09,CO,negative
4622,windsorbridge,2014/07/20,10,CO,negative
4655,windsorbridge,2014/07/20,12,CO,negative
4668,windsorbridge,2014/07/20,13,CO,negative
4673,windsorbridge,2014/07/20,14,CO,negative
4687,windsorbridge,2014/07/20,15,CO,negative
4702,windsorbridge,2014/07/20,16,CO,negative
4718,windsorbridge,2014/07/20,17,CO,negative
4731,windsorbridge,2014/07/20,18,CO,negative
4744,windsorbridge,2014/07/20,19,CO,negative
4760,windsorbridge,2014/07/20,20,CO,negative
4772,windsorbridge,2014/07/20,21,CO,negative
4788,windsorbridge,2014/07/20,22,CO,negative
4801,windsorbridge,2014/07/20,23,CO,negative
4814,windsorbridge,2014/07/21,00,CO,negative
4829,windsorbridge,2014/07/21,01,CO,negative
4840,windsorbridge,2014/07/21,02,CO,negative
4856,windsorbridge,2014/07/21,03,CO,negative
4869,windsorbridge,2014/07/21,04,CO,negative
4885,windsorbridge,2014/07/21,05,CO,negative
4900,windsorbridge,2014/07/21,06,CO,negative
4910,windsorbridge,2014/07/21,07,CO,negative
4925,windsorbridge,2014/07/21,08,CO,negative
4942,windsorbridge,2014/07/21,09,CO,negative
4952,windsorbridge,2014/07/21,10,CO,negative
4970,windsorbridge,2014/07/21,11,CO,negative
4981,windsorbridge,2014/07/21,12,CO,negative
4994,windsorbridge,2014/07/21,13,CO,negative
5009,windsorbridge,2014/07/21,14,CO,negative
5024,windsorbridge,2014/07/21,15,CO,negative
5036,windsorbridge,2014/07/21,16,CO,negative
5050,windsorbridge,2014/07/21,17,CO,negative
5068,windsorbridge,2014/07/21,18,CO,negative
5079,windsorbridge,2014/07/21,19,CO,negative
5094,windsorbridge,2014/07/21,20,CO,negative
5107,windsorbridge,2014/07/21,21,CO,negative
5120,windsorbridge,2014/07/21,22,CO,negative
5138,windsorbridge,2014/07/21,23,CO,negative
5151,windsorbridge,2014/07/22,00,CO,negative
5162,windsorbridge,2014/07/22,01,CO,negative
5180,windsorbridge,2014/07/22,02,CO,negative
5192,windsorbridge,2014/07/22,03,CO,negative
5204,windsorbridge,2014/07/22,04,CO,negative
5218,windsorbridge,2014/07/22,05,CO,negative
5236,windsorbridge,2014/07/22,06,CO,negative
5247,windsorbridge,2014/07/22,07,CO,negative
5261,windsorbridge,2014/07/22,08,CO,negative
5278,windsorbridge,2014/07/22,09,CO,negative
5292,windsorbridge,2014/07/22,10,CO,negative
5305,windsorbridge,2014/07/22,11,CO,negative
5319,windsorbridge,2014/07/22,12,CO,negative
5334,windsorbridge,2014/07/22,13,CO,negative
5348,windsorbridge,2014/07/22,14,CO,negative
5360,windsorbridge,2014/07/22,15,CO,negative
5374,windsorbridge,2014/07/22,16,CO,negative
5388,windsorbridge,2014/07/22,17,CO,negative
5402,windsorbridge,2014/07/22,18,CO,negative
5418,windsorbridge,2014/07/22,19,CO,negative
5428,windsorbridge,2014/07/22,20,CO,negative
5445,windsorbridge,2014/07/22,21,CO,negative
5458,windsorbridge,2014/07/22,22,CO,negative
5474,windsorbridge,2014/07/22,23,CO,negative
5484,windsorbridge,2014/07/23,00,CO,negative
5502,windsorbridge,2014/07/23,01,CO,negative
5513,windsorbridge,2014/07/23,02,CO,negative
5530,windsorbridge,2014/07/23,03,CO,negative
5544,windsorbridge,2014/07/23,04,CO,negative
5558,windsorbridge,2014/07/23,05,CO,negative
5569,windsorbridge,2014/07/23,06,CO,negative
5586,windsorbridge,2014/07/23,07,CO,negative
5599,windsorbridge,2014/07/23,08,CO,negative
5613,windsorbridge,2014/07/23,09,CO,negative
5626,windsorbridge,2014/07/23,10,CO,negative
5641,windsorbridge,2014/07/23,13,CO,negative
5652,windsorbridge,2014/07/23,14,CO,negative
5669,windsorbridge,2014/07/23,15,CO,negative
5681,windsorbridge,2014/07/23,16,CO,negative
5694,windsorbridge,2014/07/23,17,CO,negative
5712,windsorbridge,2014/07/23,18,CO,negative
5726,windsorbridge,2014/07/23,19,CO,negative
5738,windsorbridge,2014/07/23,20,CO,negative
5752,windsorbridge,2014/07/23,21,CO,negative
5764,windsorbridge,2014/07/23,22,CO,negative
5782,windsorbridge,2014/07/23,23,CO,negative
5794,windsorbridge,2014/07/24,00,CO,negative
5808,windsorbridge,2014/07/24,01,CO,negative
5821,windsorbridge,2014/07/24,02,CO,negative
5837,windsorbridge,2014/07/24,03,CO,negative
5852,windsorbridge,2014/07/24,04,CO,negative
5865,windsorbridge,2014/07/24,05,CO,negative
5878,windsorbridge,2014/07/24,06,CO,negative
5890,windsorbridge,2014/07/24,07,CO,negative
5907,windsorbridge,2014/07/24,08,CO,negative
5922,windsorbridge,2014/07/24,09,CO,negative
5933,windsorbridge,2014/07/24,10,CO,negative
5946,windsorbridge,2014/07/24,11,CO,negative
5963,windsorbridge,2014/07/24,12,CO,negative
5974,windsorbridge,2014/07/24,13,CO,negative
5989,windsorbridge,2014/07/24,14,CO,negative
6005,windsorbridge,2014/07/24,15,CO,negative
6017,windsorbridge,2014/07/24,16,CO,negative
6031,windsorbridge,2014/07/24,17,CO,negative
6047,windsorbridge,2014/07/24,18,CO,negative
6062,windsorbridge,2014/07/24,19,CO,negative
6074,windsorbridge,2014/07/24,20,CO,negative
6090,windsorbridge,2014/07/24,21,CO,negative
6103,windsorbridge,2014/07/24,22,CO,negative
6116,windsorbridge,2014/07/24,23,CO,negative
6129,windsorbridge,2014/07/25,00,CO,negative
6145,windsorbridge,2014/07/25,01,CO,negative
6158,windsorbridge,2014/07/25,02,CO,negative
6172,windsorbridge,2014/07/25,03,CO,negative
6184,windsorbridge,2014/07/25,04,CO,negative
6201,windsorbridge,2014/07/25,05,CO,negative
6230,windsorbridge,2014/07/25,07,CO,negative
6240,windsorbridge,2014/07/25,08,CO,negative
6256,windsorbridge,2014/07/25,09,CO,negative
6286,windsorbridge,2014/07/25,11,CO,negative
6300,windsorbridge,2014/07/25,12,CO,negative
6313,windsorbridge,2014/07/25,13,CO,negative
6324,windsorbridge,2014/07/25,14,CO,negative
6339,windsorbridge,2014/07/25,15,CO,negative
6356,windsorbridge,2014/07/25,16,CO,negative
6370,windsorbridge,2014/07/25,17,CO,negative
6383,windsorbridge,2014/07/25,18,CO,negative
6395,windsorbridge,2014/07/25,19,CO,negative
6412,windsorbridge,2014/07/25,20,CO,negative
6423,windsorbridge,2014/07/25,21,CO,negative
6439,windsorbridge,2014/07/25,22,CO,negative
6450,windsorbridge,2014/07/25,23,CO,negative
6465,windsorbridge,2014/07/26,00,CO,negative
6480,windsorbridge,2014/07/26,01,CO,negative
6495,windsorbridge,2014/07/26,02,CO,negative
6510,windsorbridge,2014/07/26,03,CO,negative
6522,windsorbridge,2014/07/26,04,CO,negative
6536,windsorbridge,2014/07/26,05,CO,negative
6552,windsorbridge,2014/07/26,06,CO,negative
6565,windsorbridge,2014/07/26,07,CO,negative
6580,windsorbridge,2014/07/26,08,CO,negative
6591,windsorbridge,2014/07/26,09,CO,negative
6607,windsorbridge,2014/07/26,12,CO,negative
6621,windsorbridge,2014/07/26,13,CO,negative
6637,windsorbridge,2014/07/26,14,CO,negative
6647,windsorbridge,2014/07/26,15,CO,negative
6665,windsorbridge,2014/07/26,16,CO,negative
6676,windsorbridge,2014/07/26,17,CO,negative
6691,windsorbridge,2014/07/26,18,CO,negative
6706,windsorbridge,2014/07/26,19,CO,negative
6720,windsorbridge,2014/07/26,20,CO,negative
6735,windsorbridge,2014/07/26,21,CO,negative
6746,windsorbridge,2014/07/26,22,CO,negative
6761,windsorbridge,2014/07/26,23,CO,negative
6777,windsorbridge,2014/07/27,00,CO,negative
6788,windsorbridge,2014/07/27,01,CO,negative
6804,windsorbridge,2014/07/27,02,CO,negative
6818,windsorbridge,2014/07/27,03,CO,negative
6832,windsorbridge,2014/07/27,04,CO,negative
6847,windsorbridge,2014/07/27,05,CO,negative
6858,windsorbridge,2014/07/27,06,CO,negative
6875,windsorbridge,2014/07/27,07,CO,negative
6889,windsorbridge,2014/07/27,08,CO,negative
6900,windsorbridge,2014/07/27,09,CO,negative
6916,windsorbridge,2014/07/27,10,CO,negative
6928,windsorbridge,2014/07/27,11,CO,negative
6941,windsorbridge,2014/07/27,12,CO,negative
6955,windsorbridge,2014/07/27,13,CO,negative
6973,windsorbridge,2014/07/27,14,CO,negative
6983,windsorbridge,2014/07/27,15,CO,negative
6999,windsorbridge,2014/07/27,16,CO,negative
7013,windsorbridge,2014/07/27,17,CO,negative
7027,windsorbridge,2014/07/27,18,CO,negative
7041,windsorbridge,2014/07/27,19,CO,negative
7053,windsorbridge,2014/07/27,20,CO,negative
7067,windsorbridge,2014/07/27,21,CO,negative
7085,windsorbridge,2014/07/27,22,CO,negative
7098,windsorbridge,2014/07/27,23,CO,negative
7112,windsorbridge,2014/07/28,00,CO,negative
7124,windsorbridge,2014/07/28,01,CO,negative
7139,windsorbridge,2014/07/28,02,CO,negative
7152,windsorbridge,2014/07/28,03,CO,negative
7165,windsorbridge,2014/07/28,04,CO,negative
7183,windsorbridge,2014/07/28,05,CO,negative
7193,windsorbridge,2014/07/28,06,CO,negative
7207,windsorbridge,2014/07/28,07,CO,negative
7225,windsorbridge,2014/07/28,08,CO,negative
7237,windsorbridge,2014/07/28,09,CO,negative
7249,windsorbridge,2014/07/28,10,CO,negative
7265,windsorbridge,2014/07/28,11,CO,negative
7277,windsorbridge,2014/07/28,12,CO,negative
7293,windsorbridge,2014/07/28,13,CO,negative
7308,windsorbridge,2014/07/28,14,CO,negative
7320,windsorbridge,2014/07/28,15,CO,negative
7334,windsorbridge,2014/07/28,16,CO,negative
7348,windsorbridge,2014/07/28,17,CO,negative
7365,windsorbridge,2014/07/28,18,CO,negative
7377,windsorbridge,2014/07/28,19,CO,negative
7390,windsorbridge,2014/07/28,20,CO,negative
7407,windsorbridge,2014/07/28,21,CO,negative
7418,windsorbridge,2014/07/28,22,CO,negative
7432,windsorbridge,2014/07/28,23,CO,negative
7446,windsorbridge,2014/07/29,00,CO,negative
7461,windsorbridge,2014/07/29,01,CO,negative
7477,windsorbridge,2014/07/29,02,CO,negative
7487,windsorbridge,2014/07/29,03,CO,negative
7501,windsorbridge,2014/07/29,04,CO,negative
7516,windsorbridge,2014/07/29,05,CO,negative
7530,windsorbridge,2014/07/29,06,CO,negative
7546,windsorbridge,2014/07/29,07,CO,negative
7560,windsorbridge,2014/07/29,08,CO,negative
7583,windsorbridge,2014/07/29,10,CO,negative
7597,windsorbridge,2014/07/29,11,CO,negative
7610,windsorbridge,2014/07/29,12,CO,negative
7625,windsorbridge,2014/07/29,13,CO,negative
7640,windsorbridge,2014/07/29,14,CO,negative
7652,windsorbridge,2014/07/29,15,CO,negative
7665,windsorbridge,2014/07/29,16,CO,negative
7681,windsorbridge,2014/07/29,17,CO,negative
7693,windsorbridge,2014/07/29,18,CO,negative
7707,windsorbridge,2014/07/29,19,CO,negative
7720,windsorbridge,2014/07/29,20,CO,negative
7735,windsorbridge,2014/07/29,21,CO,negative
7751,windsorbridge,2014/07/29,22,CO,negative
7765,windsorbridge,2014/07/29,23,CO,negative
7776,windsorbridge,2014/07/30,00,CO,negative
7794,windsorbridge,2014/07/30,01,CO,negative
7806,windsorbridge,2014/07/30,02,CO,negative
7819,windsorbridge,2014/07/30,03,CO,negative
7834,windsorbridge,2014/07/30,04,CO,negative
7849,windsorbridge,2014/07/30,05,CO,negative
7864,windsorbridge,2014/07/30,06,CO,negative
7874,windsorbridge,2014/07/30,07,CO,negative
7889,windsorbridge,2014/07/30,08,CO,negative
7903,windsorbridge,2014/07/30,09,CO,negative
7917,windsorbridge,2014/07/30,10,CO,negative
7931,windsorbridge,2014/07/30,11,CO,negative
7944,windsorbridge,2014/07/30,12,CO,negative
7958,windsorbridge,2014/07/30,13,CO,negative
7974,windsorbridge,2014/07/30,14,CO,negative
7987,windsorbridge,2014/07/30,15,CO,negative
8000,windsorbridge,2014/07/30,16,CO,negative
8014,windsorbridge,2014/07/30,17,CO,negative
8031,windsorbridge,2014/07/30,18,CO,negative
8045,windsorbridge,2014/07/30,19,CO,negative
8059,windsorbridge,2014/07/30,20,CO,negative
8070,windsorbridge,2014/07/30,21,CO,negative
8087,windsorbridge,2014/07/30,22,CO,negative
8098,windsorbridge,2014/07/30,23,CO,negative
8112,windsorbridge,2014/07/31,00,CO,negative
8128,windsorbridge,2014/07/31,01,CO,negative
8142,windsorbridge,2014/07/31,02,CO,negative
8156,windsorbridge,2014/07/31,03,CO,negative
8169,windsorbridge,2014/07/31,04,CO,negative
8183,windsorbridge,2014/07/31,05,CO,negative
8213,windsorbridge,2014/07/31,07,CO,negative
8224,windsorbridge,2014/07/31,08,CO,negative
8240,windsorbridge,2014/07/31,09,CO,negative
8255,windsorbridge,2014/07/31,10,CO,negative
9796,windsorbridge,2014/07/31,11,CO,negative
9797,windsorbridge,2014/07/31,12,CO,negative
9798,windsorbridge,2014/07/31,13,CO,negative
9799,windsorbridge,2014/07/31,14,CO,negative
9800,windsorbridge,2014/07/31,15,CO,negative
9801,windsorbridge,2014/07/31,16,CO,negative
9802,windsorbridge,2014/07/31,17,CO,negative
9803,windsorbridge,2014/07/31,18,CO,negative
9804,windsorbridge,2014/07/31,19,CO,negative
9805,windsorbridge,2014/07/31,20,CO,negative
9806,windsorbridge,2014/07/31,21,CO,negative
9807,windsorbridge,2014/07/31,22,CO,negative
9808,windsorbridge,2014/07/31,23,CO,negative
9809,windsorbridge,2014/08/01,00,CO,negative
9810,windsorbridge,2014/08/01,01,CO,negative
9811,windsorbridge,2014/08/01,02,CO,negative
9812,windsorbridge,2014/08/01,03,CO,negative
9813,windsorbridge,2014/08/01,04,CO,negative
9814,windsorbridge,2014/08/01,05,CO,negative
9815,windsorbridge,2014/08/01,06,CO,negative
9816,windsorbridge,2014/08/01,07,CO,negative
9817,windsorbridge,2014/08/01,08,CO,negative
9818,windsorbridge,2014/08/01,09,CO,negative
9819,windsorbridge,2014/08/01,10,CO,negative
9820,windsorbridge,2014/08/01,11,CO,negative
9821,windsorbridge,2014/08/01,12,CO,negative
9822,windsorbridge,2014/08/01,13,CO,negative
9823,windsorbridge,2014/08/01,14,CO,negative
